ARQUIVO	TIPO	CURSO	MODULO	AULA	CATEGORIA	JA_EXISTE_NO_PROJETO	HASH	DESTINO_PROPOSTO
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/02 - Cosmeticos Artesanais - Cremes, Shampoo e Condicionador/Autor - Matheus Martins/05 - 3 - Bonus Condicionador Artesanal.pdf	PDF		Cosmeticos Artesanais - Cremes, Shampoo e Condicionador	Cosmeticos Artesanais - Cremes, Shampoo e Condicionador - 3 Bonus Condicionador Artesanal	Ferramentas e modelos	nao	68fb42a23d118ece13a4d3bbe2d9cc3f7982ceb66e3f5f13718e2a2b4eaed91c	ebook-import/fontes_importados/68fb42a23d118ece/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/02 - Cosmeticos Artesanais - Cremes, Shampoo e Condicionador/Autor - Matheus Martins/06 - 3 - Extra Condicionador Artesanal.pdf	PDF		Cosmeticos Artesanais - Cremes, Shampoo e Condicionador	Cosmeticos Artesanais - Cremes, Shampoo e Condicionador - 3 Extra Condicionador Artesanal	Ferramentas e modelos	sim - duplicata interna do ZIP	68fb42a23d118ece13a4d3bbe2d9cc3f7982ceb66e3f5f13718e2a2b4eaed91c	nao importar - duplicata interna de 68fb42a23d118ece
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Autor nao identificado/01 - Guia de Sabonetes Artesanais.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Guia de Sabonetes Artesanais	Ferramentas e modelos	nao	fe105b7d2b3e1dae5ea7ef73398e4b5b12c03cbd225e3a1268248a974808258b	ebook-import/fontes_importados/fe105b7d2b3e1dae/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Autor nao identificado/02 - Modulo 01 - Sabonetes de cachos de uva roxa, uva verde e uva rose.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Modulo 01 Sabonetes de cachos de uva roxa, uva verde e uva rose	Ferramentas e modelos	nao	e3a1ec2b62022a5197c8f5c748c8560168e6e61812c27b6a2bf1d069618ec28f	ebook-import/fontes_importados/e3a1ec2b62022a51/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Autor nao identificado/03 - Saboaria Terapeutica.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Saboaria Terapeutica	Ferramentas e modelos	nao	8ce782ae1cd8f517baaea009e0e5859764a1b5f77db7f46189a162c789a14701	ebook-import/fontes_importados/8ce782ae1cd8f517/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Matheus Martins/01 - Lista de Fornecedores.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Lista de Fornecedores	Ferramentas e modelos	nao	9d43b7aae7cf4a1032dee65b917b172ae7143ed8cf1c18e7d0bdd7e69eecd8c9	ebook-import/fontes_importados/9d43b7aae7cf4a10/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Matheus Martins/02 - Materiais Necessarios.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Materiais Necessarios	Ferramentas e modelos	nao	b330052b46dc2658f0d30ee92ac5251eb293c4b6444a0bf7c5a0790bc9362d96	ebook-import/fontes_importados/b330052b46dc2658/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Saboaria da Cidinha/01 - Sabonetes de Frutas.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Sabonetes de Frutas	Ferramentas e modelos	nao	28f88494c6146bcc8a49feb4514403aa2376f2152dd537172f0d05a7a7720ebf	ebook-import/fontes_importados/28f88494c6146bcc/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/03 - Saboaria Artesanal e Terapeutica/Autor - Tia Rose/01 - Receitas De Sabonetes Liquidos.pdf	PDF		Saboaria Artesanal e Terapeutica	Saboaria Artesanal e Terapeutica - Receitas De Sabonetes Liquidos	Ferramentas e modelos	nao	0685f25fdfa641bf4d9908e35fafa04c6656e3caa7aaf1e9ddf99150adebb209	ebook-import/fontes_importados/0685f25fdfa641bf/source.pdf
04 - Produtos Artesanais, Limpeza, Beleza e Cheiro/04 - Produtos Automotivos Artesanais/Autor - Autor nao identificado/01 - RECEITAS AUTOMOTIVAS.pdf	PDF		Produtos Automotivos Artesanais	Produtos Automotivos Artesanais - RECEITAS AUTOMOTIVAS	Ferramentas e modelos	nao	005de6e366084890684c49ae42f9a1c9e49ee310a8c83e307b700b0f6e7657eb	ebook-import/fontes_importados/005de6e366084890/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - Autor nao identificado/01 - Curativo De Fe - Catalogo 2.pdf	PDF		Curativos Criativos de Fe	Curativos Criativos de Fe - Curativo De Fe Catalogo 2	Ferramentas e modelos	nao	253539ec1b348e2b42ffa31b0204b11e1872e9054251bb77ff0ddb2aba6b9c19	ebook-import/fontes_importados/253539ec1b348e2b/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - Autor nao identificado/02 - Curativo De Fe - Catalogo 1.pdf	PDF		Curativos Criativos de Fe	Curativos Criativos de Fe - Curativo De Fe Catalogo 1	Ferramentas e modelos	nao	ec922657f6b1190f61ca309708ac1b35adecbf7e0613b2d865554b917ae804d8	ebook-import/fontes_importados/ec922657f6b1190f/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - Autor nao identificado/03 - Curativo De Fe - Catalogo 3.pdf	PDF		Curativos Criativos de Fe	Curativos Criativos de Fe - Curativo De Fe Catalogo 3	Ferramentas e modelos	nao	5e3be45cc1422608a4109bbc8b651d9023db1f6b5af4ec22310841bb035082fe	ebook-import/fontes_importados/5e3be45cc1422608/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - Autor nao identificado/04 - Curativo De Fe - Catalogo 4.pdf	PDF		Curativos Criativos de Fe	Curativos Criativos de Fe - Curativo De Fe Catalogo 4	Ferramentas e modelos	nao	3ccaa35f01a4040a0c8c3853f8b46bd87eb7ac16c6e02bc26607aa1e2c8fa4f7	ebook-import/fontes_importados/3ccaa35f01a4040a/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - Autor nao identificado/05 - Ele cura as tuas feridas, curativos criativos.pdf	PDF		Curativos Criativos de Fe	Ele cura as tuas feridas, curativos criativos	Ferramentas e modelos	nao	f4968be5285b861a810a5ff6158c37e919a9eae66552cc3bff33f475954dd31e	ebook-import/fontes_importados/f4968be5285b861a/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/01 - Curativos Criativos de Fe/Autor - gordaopjl/01 - Ele cura as tuas feridas, curativos criativos.pdf	PDF		Curativos Criativos de Fe	Ele cura as tuas feridas, curativos criativos	Ferramentas e modelos	nao	74ffb37e9772ada59c5278af3dd1685ef006ff74cfa67d5b283f3672b5f60662	ebook-import/fontes_importados/74ffb37e9772ada5/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/02 - Pergaminhos e Jornal de Jesus/Autor - Autor nao identificado/01 - JORNAL DE JESUS.pdf	PDF		Pergaminhos e Jornal de Jesus	Pergaminhos e Jornal de Jesus - JORNAL DE JESUS	Ferramentas e modelos	nao	85ebcc3e44e5ac134b943b012cb4feb46fa4effb87dfec82dd0c111d992bbdd6	ebook-import/fontes_importados/85ebcc3e44e5ac13/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/02 - Pergaminhos e Jornal de Jesus/Autor - Compra Confiante/01 - Lista dos Pergaminhos.pdf	PDF		Pergaminhos e Jornal de Jesus	Pergaminhos e Jornal de Jesus - Lista dos Pergaminhos	Ferramentas e modelos	nao	61a09fada912f596b52940ac3be7f720c1db81638712a7ef2f950f77319a4eb9	ebook-import/fontes_importados/61a09fada912f596/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/02 - Pergaminhos e Jornal de Jesus/Autor - Compra Confiante/02 - Pergaminhos de Jesus.pdf	PDF		Pergaminhos e Jornal de Jesus	Pergaminhos e Jornal de Jesus - Pergaminhos de Jesus	Ferramentas e modelos	nao	421c3653ff28aeaff877a6d34d28a6d99655bd58027c4d09ea218bd0a88c7b1f	ebook-import/fontes_importados/421c3653ff28aeaf/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/02 - Pergaminhos e Jornal de Jesus/Autor - Compra Confiante/03 - SUMARIO JORNAL DE JESUS.pdf	PDF		Pergaminhos e Jornal de Jesus	Pergaminhos e Jornal de Jesus - SUMARIO JORNAL DE JESUS	Ferramentas e modelos	nao	ea0b14b801da3e3c1212b52927025ce45463f4244de2c5af3a1f78990d4003d1	ebook-import/fontes_importados/ea0b14b801da3e3c/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/03 - Cartoes e Mensagens Evangelicas/Autor - marcosfoio1105/01 - Cartao para culto da familia.pdf	PDF		Cartoes e Mensagens Evangelicas	Cartoes e Mensagens Evangelicas - Cartao para culto da familia	Ferramentas e modelos	nao	c5d7451b05311b2d3c00f6263052f75e18b4ed259ee0813cee422807e6b94ac4	ebook-import/fontes_importados/c5d7451b05311b2d/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/03 - Cartoes e Mensagens Evangelicas/Autor - marcosfoio1105/02 - Para o seu dia comecar melhor (1).pdf	PDF		Cartoes e Mensagens Evangelicas	Cartoes e Mensagens Evangelicas - Para o seu dia comecar melhor (1)	Ferramentas e modelos	nao	c21c11e36d164df90480375d674cb62b999e94b649894a3c2cd44346b758833b	ebook-import/fontes_importados/c21c11e36d164df9/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/03 - Cartoes e Mensagens Evangelicas/Autor - vifAI/01 - Jesus-Sente-Saudade.pdf	PDF		Cartoes e Mensagens Evangelicas	Cartoes e Mensagens Evangelicas - Jesus Sente Saudade	Ferramentas e modelos	nao	14dbdc88fa0af46b6d90e7f949e78960cff6d742757302f6b057b4fe00f06fa0	ebook-import/fontes_importados/14dbdc88fa0af46b/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/04 - Etiquetas e Materiais Lado Duplo/Autor - Player Major/01 - Etiquetas Crista.pdf	PDF		Etiquetas e Materiais Lado Duplo	Etiquetas e Materiais Lado Duplo - Etiquetas Crista	Ferramentas e modelos	nao	b8f42cddf4552586208f2f4b74d1e289d050fd7756c99b76e7e88700da78a203	ebook-import/fontes_importados/b8f42cddf4552586/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/04 - Etiquetas e Materiais Lado Duplo/Autor - Player Major/02 - Etiquetas Jesus.pdf	PDF		Etiquetas e Materiais Lado Duplo	Etiquetas e Materiais Lado Duplo - Etiquetas Jesus	Ferramentas e modelos	nao	ead2b633f46c64d6c1ba6abb2e5331ec395e6e4526bc6cc67b24df4319698483	ebook-import/fontes_importados/ead2b633f46c64d6/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/05 - Brindes Criativos para Doces e Lembrancas/Autor - Autor nao identificado/01 - Remedio B.pdf	PDF		Brindes Criativos para Doces e Lembrancas	Brindes Criativos para Doces e Lembrancas - Remedio B	Ferramentas e modelos	nao	56a35e17a2c47ee0fdac49c7d3223b754a29fe03a9b210c524c2d6f402294993	ebook-import/fontes_importados/56a35e17a2c47ee0/source.pdf
05 - Impressos Criativos, Evangelicos e Materiais de Apoio/05 - Brindes Criativos para Doces e Lembrancas/Autor - vifAI/01 - Deixe-Deus-Dirigir.pdf	PDF		Brindes Criativos para Doces e Lembrancas	Brindes Criativos para Doces e Lembrancas - Deixe Deus Dirigir	Ferramentas e modelos	nao	514e040645327ccce499158ec7589da5c5b084c8177f44f0330f9c6b8bd2cf8d	ebook-import/fontes_importados/514e040645327ccc/source.pdf
06 - Importacao, Compras e Ecommerce/01 - Como Importar da China e Marketplaces/Autor - Joao Paulo Pimentel/01 - Como Importar da China.pdf	PDF		Como Importar da China e Marketplaces	Como Importar da China	Negócio digital	nao	7f7433ede0efcba5e19c70154d04878a480ee0686e9ad7344fb180c72ff08b90	ebook-import/fontes_importados/7f7433ede0efcba5/source.pdf
06 - Importacao, Compras e Ecommerce/01 - Como Importar da China e Marketplaces/Autor - Joao Paulo Pimentel/02 - Como abrir uma conta no Paypal.pdf	PDF		Como Importar da China e Marketplaces	Como Importar da China e Marketplaces - Como abrir uma conta no Paypal	Negócio digital	nao	4b91d757085a4226e944ad283c67347e186ea10d02ddbe186c34e9d731602ea3	ebook-import/fontes_importados/4b91d757085a4226/source.pdf
06 - Importacao, Compras e Ecommerce/01 - Como Importar da China e Marketplaces/Autor - Joao Paulo Pimentel/03 - Tutorial DealXtreme.pdf	PDF		Como Importar da China e Marketplaces	Como Importar da China e Marketplaces - Tutorial DealXtreme	Negócio digital	nao	1e3dee972a45f36d71569238b94e68f246969dc5793731a913d10736c4c5b21e	ebook-import/fontes_importados/1e3dee972a45f36d/source.pdf
